patients_Id,patients_BIRTHDATE,patients_DEATHDATE,patients_SSN,patients_DRIVERS,patients_PASSPORT,patients_PREFIX,patients_FIRST,patients_LAST,patients_SUFFIX,patients_MAIDEN,patients_MARITAL,patients_RACE,patients_ETHNICITY,patients_GENDER,patients_BIRTHPLACE,patients_ADDRESS,patients_CITY,patients_STATE,patients_COUNTY,patients_ZIP,patients_LAT,patients_LON,patients_HEALTHCARE_EXPENSES,patients_HEALTHCARE_COVERAGE,conditions_DESCRIPTION,SDoH_2020_ZIPCODE_1_0_Risk_Score,CMS_Solution,Name_of_Servicer,Servicer_Address,Servicer_ZiPcode,Servicer_LON,Servicer_LAT,Servicer_Phone_Number,Distance_miles_to_Servicer,Primary Key,Gap-dataverse
eabfe6f1-0b13-43b2-9b6e-291363b2f856,4/27/1937,5/9/2018,999-86-9597,S99934860,X40355437X,Mrs.,Cortney940,Lowe577,,Will178,M,white,nonhispanic,F,Cambridge  Massachusetts  US,458 Streich Street,Lunenburg,Massachusetts,Worcester County,1462,42.53788108,-71.7207911,1437012.87,22519.38,Heart Disease,0.29,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,63,"Heart Disease with SDoH Risk Score of 0.29, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Lunenburg MA 01013 800-123-1115 and Distance to Servicer 63miles",Heart Disease with SDoH Score of 0.29
55f5ca08-6b25-4f13-9bf8-b3f0b3301647,4/27/1937,5/6/2009,999-22-8476,S99974477,X20336531X,Mrs.,Iesha760,Mann644,,Kilback373,M,white,nonhispanic,F,Barnstable  Massachusetts  US,1023 Rippin Extension Apt 6,Lunenburg,Massachusetts,Worcester County,1462,42.61139858,-71.67708881,1503986.44,12613.8,Heart Disease,0.29,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,65,"Heart Disease with SDoH Risk Score of 0.29, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Lunenburg MA 01013 800-123-1115 and Distance to Servicer 65miles",Heart Disease with SDoH Score of 0.29
6dafa93d-3698-4124-9bbd-7429cc2a7374,1/20/1953,1/29/2019,999-68-2068,S99949611,X31082814X,Mr.,Rosario163,Conn188,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,709 Cummings Green,Worcester,Massachusetts,Worcester County,1602,42.29916097,-71.69438875,1421270.9,18268.97,Heart Disease,0.66,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,66,"Heart Disease with SDoH Risk Score of 0.66, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Worcester MA 01013 800-123-1115 and Distance to Servicer 66miles",Heart Disease with SDoH Score of 0.66
fcc61454-1b07-4e49-a25b-29e5064e0063,7/6/1966,,999-87-1534,S99948423,X7514421X,Mr.,Patrick786,Farrell962,,,M,asian,nonhispanic,M,Hanoi  H脿 膼么ng  VN,341 Homenick Trailer Suite 77,Marlborough,Massachusetts,Middlesex County,1752,42.35907694,-71.51608437,1392358.66,5569.53,Diabetes,0.47,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,74,"Diabetes with SDoH Risk Score of 0.47, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Marlborough MA 01013 800-123-1113 and Distance to Servicer 74miles",Diabetes with SDoH Score of 0.47
fcc61454-1b07-4e49-a25b-29e5064e0063,7/6/1966,,999-87-1534,S99948423,X7514421X,Mr.,Patrick786,Farrell962,,,M,asian,nonhispanic,M,Hanoi  H脿 膼么ng  VN,341 Homenick Trailer Suite 77,Marlborough,Massachusetts,Middlesex County,1752,42.35907694,-71.51608437,1392358.66,5569.53,Diabetes,0.47,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,74,"Diabetes with SDoH Risk Score of 0.47, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Marlborough MA 01013 800-123-1114 and Distance to Servicer 74miles",Diabetes with SDoH Score of 0.47
7fef7a7d-0198-457f-8aad-267232321717,6/22/1939,,999-63-6992,S99951598,X20523652X,Mr.,Antonia30,McKenzie376,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,829 Schultz Port,Framingham,Massachusetts,Middlesex County,1701,42.29309694,-71.42104179,1550368.09,23937.36,Heart Disease,0.16,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,79,"Heart Disease with SDoH Risk Score of 0.16, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Framingham MA 01013 800-123-1115 and Distance to Servicer 79miles",Heart Disease with SDoH Score of 0.16
6958e2b0-3c19-4217-8049-2d315c70cab5,2/10/1937,,999-88-8239,S99955757,X58297399X,Mr.,Denny560,Bosco882,,,M,white,nonhispanic,M,Waltham  Massachusetts  US,771 Ferry Wall,Franklin,Massachusetts,Norfolk County,2038,42.11771796,-71.43406365,1801092.57,17073.55,Heart Disease,0.16,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,82,"Heart Disease with SDoH Risk Score of 0.16, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Franklin MA 01013 800-123-1115 and Distance to Servicer 82miles",Heart Disease with SDoH Score of 0.16
c6fc7fe8-483a-4df7-ba2b-260ea4de9aa4,5/17/1963,,999-22-9266,S99934449,X79750301X,Mr.,Valentin929,Grady603,,,M,asian,nonhispanic,M,Haiphong  Ki岷縩 An  VN,347 Kerluke Walk,Lowell,Massachusetts,Middlesex County,1852,42.61967979,-71.34296613,1524936.53,5590.4,Diabetes,0.74,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,82,"Diabetes with SDoH Risk Score of 0.74, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Lowell MA 01013 800-123-1113 and Distance to Servicer 82miles",Diabetes with SDoH Score of 0.74
c6fc7fe8-483a-4df7-ba2b-260ea4de9aa4,5/17/1963,,999-22-9266,S99934449,X79750301X,Mr.,Valentin929,Grady603,,,M,asian,nonhispanic,M,Haiphong  Ki岷縩 An  VN,347 Kerluke Walk,Lowell,Massachusetts,Middlesex County,1852,42.61967979,-71.34296613,1524936.53,5590.4,Diabetes,0.74,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,82,"Diabetes with SDoH Risk Score of 0.74, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Lowell MA 01013 800-123-1114 and Distance to Servicer 82miles",Diabetes with SDoH Score of 0.74
6ec18ddf-e9ee-421a-9033-456f558c7b4b,2/10/1937,3/23/2005,999-64-1707,S99992234,X37721263X,Mr.,Stanley702,Douglas31,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,151 Braun Parade,Franklin,Massachusetts,Norfolk County,2038,42.12857183,-71.3860844,1787711.83,201472.46,Diabetes,0.16,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,84,"Diabetes with SDoH Risk Score of 0.16, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Franklin MA 01013 800-123-1113 and Distance to Servicer 84miles",Diabetes with SDoH Score of 0.16
6ec18ddf-e9ee-421a-9033-456f558c7b4b,2/10/1937,3/23/2005,999-64-1707,S99992234,X37721263X,Mr.,Stanley702,Douglas31,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,151 Braun Parade,Franklin,Massachusetts,Norfolk County,2038,42.12857183,-71.3860844,1787711.83,201472.46,Diabetes,0.16,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,84,"Diabetes with SDoH Risk Score of 0.16, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Franklin MA 01013 800-123-1114 and Distance to Servicer 84miles",Diabetes with SDoH Score of 0.16
c123dca0-c994-4857-8563-b7f1eb6b2dc4,2/16/2009,,999-30-5097,,,,Jeffie441,Daniel959,,,,white,nonhispanic,F,Woburn  Massachusetts  US,483 Hoeger Orchard,Lowell,Massachusetts,Middlesex County,1850,42.67755805,-71.31789935,234771.65,2730.68,Heart Disease,0.85,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,84,"Heart Disease with SDoH Risk Score of 0.85, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Lowell MA 01013 800-123-1115 and Distance to Servicer 84miles",Heart Disease with SDoH Score of 0.85
7f9a57e5-cfc5-4970-b19f-1a7b6ce22882,9/11/1971,,999-59-9011,S99961342,X35775930X,Mrs.,Emilie407,Bednar518,,Keeling57,M,asian,nonhispanic,F,Hanoi  H脿 膼么ng  VN,846 Marvin Approach Unit 12,Lowell,Massachusetts,Middlesex County,1854,42.67475734,-71.28627783,1148999.04,5613.64,Diabetes,0.83,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,86,"Diabetes with SDoH Risk Score of 0.83, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Lowell MA 01013 800-123-1113 and Distance to Servicer 86miles",Diabetes with SDoH Score of 0.83
7f9a57e5-cfc5-4970-b19f-1a7b6ce22882,9/11/1971,,999-59-9011,S99961342,X35775930X,Mrs.,Emilie407,Bednar518,,Keeling57,M,asian,nonhispanic,F,Hanoi  H脿 膼么ng  VN,846 Marvin Approach Unit 12,Lowell,Massachusetts,Middlesex County,1854,42.67475734,-71.28627783,1148999.04,5613.64,Diabetes,0.83,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,86,"Diabetes with SDoH Risk Score of 0.83, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Lowell MA 01013 800-123-1114 and Distance to Servicer 86miles",Diabetes with SDoH Score of 0.83
cad44a83-848c-4019-a175-291a150b9d05,2/23/1971,,999-59-1066,S99977958,X42955785X,Mrs.,Patrice780,Hills818,PhD,Watsica258,M,black,nonhispanic,F,Ashland  Massachusetts  US,409 Tremblay Fort Suite 92,Needham,Massachusetts,Norfolk County,2494,42.28287023,-71.27268589,1125499.22,10109.89,Diabetes,0.05,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,87,"Diabetes with SDoH Risk Score of 0.05, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Needham MA 01013 800-123-1113 and Distance to Servicer 87miles",Diabetes with SDoH Score of 0.05
cad44a83-848c-4019-a175-291a150b9d05,2/23/1971,,999-59-1066,S99977958,X42955785X,Mrs.,Patrice780,Hills818,PhD,Watsica258,M,black,nonhispanic,F,Ashland  Massachusetts  US,409 Tremblay Fort Suite 92,Needham,Massachusetts,Norfolk County,2494,42.28287023,-71.27268589,1125499.22,10109.89,Diabetes,0.05,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,87,"Diabetes with SDoH Risk Score of 0.05, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Needham MA 01013 800-123-1114 and Distance to Servicer 87miles",Diabetes with SDoH Score of 0.05
cf12424d-63da-4fbb-b93f-22308793cafa,2/18/1964,,999-14-1313,S99945291,X25267009X,Mr.,Jackie93,Gaylord332,,,M,white,nonhispanic,M,Natick  Massachusetts  US,394 Konopelski Heights,Needham,Massachusetts,Norfolk County,2492,42.31410855,-71.256569,1222473.85,6234.58,Diabetes,0.03,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,88,"Diabetes with SDoH Risk Score of 0.03, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Needham MA 01013 800-123-1113 and Distance to Servicer 88miles",Diabetes with SDoH Score of 0.03
cf12424d-63da-4fbb-b93f-22308793cafa,2/18/1964,,999-14-1313,S99945291,X25267009X,Mr.,Jackie93,Gaylord332,,,M,white,nonhispanic,M,Natick  Massachusetts  US,394 Konopelski Heights,Needham,Massachusetts,Norfolk County,2492,42.31410855,-71.256569,1222473.85,6234.58,Diabetes,0.03,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,88,"Diabetes with SDoH Risk Score of 0.03, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Needham MA 01013 800-123-1114 and Distance to Servicer 88miles",Diabetes with SDoH Score of 0.03
50e7ede4-7ca1-4b2c-ae64-6b88b58eeaac,10/15/1965,,999-85-8713,S99926370,X24151910X,Ms.,Marvel321,Wyman904,,,S,white,nonhispanic,F,Wilbraham  Massachusetts  US,913 Schiller Well Apt 80,Burlington,Massachusetts,Middlesex County,1803,42.4847404,-71.2341374,1444325.28,4353,Heart Disease,0.14,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,88,"Heart Disease with SDoH Risk Score of 0.14, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Burlington MA 01013 800-123-1115 and Distance to Servicer 88miles",Heart Disease with SDoH Score of 0.14
df91aedf-3e17-44c3-b273-62e35f518475,10/24/2008,,999-97-9250,,,,Sean831,Casper496,,,,white,nonhispanic,M,Marblehead  Massachusetts  US,173 Leuschke Club Unit 65,Waltham,Massachusetts,Middlesex County,2453,42.42892034,-71.22885478,37235.59,7762.08,Asthma,0.42,Home Air Cleaners ,UI Home Air Cleaners ,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1111,88,"Asthma with SDoH Risk Score of 0.42, Address of Closest Servicer and Phone:UI Home Air Cleaners , 123 Sporer Throughway Waltham MA 01013 800-123-1111 and Distance to Servicer 88miles",Asthma with SDoH Score of 0.42
df91aedf-3e17-44c3-b273-62e35f518475,10/24/2008,,999-97-9250,,,,Sean831,Casper496,,,,white,nonhispanic,M,Marblehead  Massachusetts  US,173 Leuschke Club Unit 65,Waltham,Massachusetts,Middlesex County,2453,42.42892034,-71.22885478,37235.59,7762.08,Asthma,0.42,Carpet Shampooing,NMA Carpet Shampooing,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1112,88,"Asthma with SDoH Risk Score of 0.42, Address of Closest Servicer and Phone:NMA Carpet Shampooing, 123 Sporer Throughway  Waltham MA 01013 800-123-1112 and Distance to Servicer 88miles",Asthma with SDoH Score of 0.42
18794a7c-c7fa-47d6-8387-9fc133c4e1e3,6/21/1982,,999-95-1628,S99980787,X4909275X,Mrs.,Victoria535,Mares644,,Vega377,M,white,hispanic,F,Panama City  Panama  PA,687 Abbott Trail Unit 43,Waltham,Massachusetts,Middlesex County,2472,42.38853716,-71.21194123,850832.44,8130.88,Diabetes,0.28,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,89,"Diabetes with SDoH Risk Score of 0.28, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Waltham MA 01013 800-123-1113 and Distance to Servicer 89miles",Diabetes with SDoH Score of 0.28
18794a7c-c7fa-47d6-8387-9fc133c4e1e3,6/21/1982,,999-95-1628,S99980787,X4909275X,Mrs.,Victoria535,Mares644,,Vega377,M,white,hispanic,F,Panama City  Panama  PA,687 Abbott Trail Unit 43,Waltham,Massachusetts,Middlesex County,2472,42.38853716,-71.21194123,850832.44,8130.88,Diabetes,0.28,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,89,"Diabetes with SDoH Risk Score of 0.28, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Waltham MA 01013 800-123-1114 and Distance to Servicer 89miles",Diabetes with SDoH Score of 0.28
1d996507-b0e3-4ef8-ab62-9db3bd808105,9/5/1914,9/16/1999,999-81-9505,S99995290,X23927075X,Mrs.,Valentina258,Marvin195,,Jerde200,M,white,nonhispanic,F,Medford  Massachusetts  US,569 Grimes Lane Suite 4,Norwood,Massachusetts,Norfolk County,2090,42.20077358,-71.2454277,1390087.59,30680.68,Heart Disease,0.03,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,90,"Heart Disease with SDoH Risk Score of 0.03, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Norwood MA 01013 800-123-1115 and Distance to Servicer 90miles",Heart Disease with SDoH Score of 0.03
202b3372-a1d4-42bd-b4b7-b712bd24dc98,11/12/1961,,999-88-1742,S99963568,X8639475X,Ms.,Fay398,Schuster709,,,S,white,nonhispanic,F,Boston  Massachusetts  US,531 Streich Brook Suite 47,Winchester,Massachusetts,Middlesex County,1890,42.43760881,-71.18861445,1287395.16,8873.55,Diabetes,0.03,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,90,"Diabetes with SDoH Risk Score of 0.03, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Winchester MA 01013 800-123-1113 and Distance to Servicer 90miles",Diabetes with SDoH Score of 0.03
202b3372-a1d4-42bd-b4b7-b712bd24dc98,11/12/1961,,999-88-1742,S99963568,X8639475X,Ms.,Fay398,Schuster709,,,S,white,nonhispanic,F,Boston  Massachusetts  US,531 Streich Brook Suite 47,Winchester,Massachusetts,Middlesex County,1890,42.43760881,-71.18861445,1287395.16,8873.55,Diabetes,0.03,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,90,"Diabetes with SDoH Risk Score of 0.03, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Winchester MA 01013 800-123-1114 and Distance to Servicer 90miles",Diabetes with SDoH Score of 0.03
5dccb2e6-668f-41b4-add4-4020617610b3,1/2/1965,,999-54-5846,S99942448,X80275226X,Mr.,Pablo44,Lozada73,,,S,white,hispanic,M,Roseau  Saint George  DM,886 Schaefer Forge Unit 25,Boston,Massachusetts,Suffolk County,2210,42.32762295,-71.20099717,82965.13,4190.83,Diabetes,0.02,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,90,"Diabetes with SDoH Risk Score of 0.02, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Boston MA 01013 800-123-1113 and Distance to Servicer 90miles",Diabetes with SDoH Score of 0.02
5dccb2e6-668f-41b4-add4-4020617610b3,1/2/1965,,999-54-5846,S99942448,X80275226X,Mr.,Pablo44,Lozada73,,,S,white,hispanic,M,Roseau  Saint George  DM,886 Schaefer Forge Unit 25,Boston,Massachusetts,Suffolk County,2210,42.32762295,-71.20099717,82965.13,4190.83,Diabetes,0.02,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,90,"Diabetes with SDoH Risk Score of 0.02, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Boston MA 01013 800-123-1114 and Distance to Servicer 90miles",Diabetes with SDoH Score of 0.02
76acc19c-38d4-4fa9-83e4-cf9bdc82340d,10/29/1993,,999-13-7217,S99964745,X35533142X,Ms.,Jeanne553,Langworth352,,,,white,nonhispanic,F,Springfield  Massachusetts  US,264 Stanton Trailer,Needham,Massachusetts,Norfolk County,2494,42.24064596,-71.22066832,579062.03,10980.14,Asthma,0.05,Home Air Cleaners ,UI Home Air Cleaners ,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1111,90,"Asthma with SDoH Risk Score of 0.05, Address of Closest Servicer and Phone:UI Home Air Cleaners , 123 Sporer Throughway Needham MA 01013 800-123-1111 and Distance to Servicer 90miles",Asthma with SDoH Score of 0.05
76acc19c-38d4-4fa9-83e4-cf9bdc82340d,10/29/1993,,999-13-7217,S99964745,X35533142X,Ms.,Jeanne553,Langworth352,,,,white,nonhispanic,F,Springfield  Massachusetts  US,264 Stanton Trailer,Needham,Massachusetts,Norfolk County,2494,42.24064596,-71.22066832,579062.03,10980.14,Asthma,0.05,Carpet Shampooing,NMA Carpet Shampooing,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1112,90,"Asthma with SDoH Risk Score of 0.05, Address of Closest Servicer and Phone:NMA Carpet Shampooing, 123 Sporer Throughway  Needham MA 01013 800-123-1112 and Distance to Servicer 90miles",Asthma with SDoH Score of 0.05
7a8e4ef0-adf4-4e6d-8d28-5d36886547f4,2/21/1976,,999-92-8481,S99938780,X5211782X,Mr.,Ernie189,Stamm704,,,M,white,nonhispanic,M,Boston  Massachusetts  US,341 Langosh Meadow Unit 31,Boston,Massachusetts,Suffolk County,2122,42.320523,-71.19988507,1133705.14,6372.8,Heart Disease,0.65,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,90,"Heart Disease with SDoH Risk Score of 0.65, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Boston MA 01013 800-123-1115 and Distance to Servicer 90miles",Heart Disease with SDoH Score of 0.65
fca3178e-fb68-41c3-8598-702d3ca68b96,9/5/1914,3/17/1990,999-48-3257,S99949673,X25242364X,Mrs.,Shira43,Bruen238,,Jacobi462,M,white,nonhispanic,F,Springfield  Massachusetts  US,537 Boehm Course,Norwood,Massachusetts,Norfolk County,2062,42.16714611,-71.23546104,1375833.47,13157,Heart Disease,0.4,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,91,"Heart Disease with SDoH Risk Score of 0.4, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Norwood MA 01013 800-123-1115 and Distance to Servicer 91miles",Heart Disease with SDoH Score of 0.4
2dc2c931-b06e-4249-8a39-c33bc60c0f03,7/23/1942,8/10/1997,999-77-2149,S99911520,X79300379X,Mrs.,Vanda440,Dooley940,,Hintz995,M,white,nonhispanic,F,Boston  Massachusetts  US,1007 Pagac Road Apt 92,Cambridge,Massachusetts,Middlesex County,2141,42.34212355,-71.17433544,1139852.3,8935.68,Heart Disease,0.36,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,91,"Heart Disease with SDoH Risk Score of 0.36, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Cambridge MA 01013 800-123-1115 and Distance to Servicer 91miles",Heart Disease with SDoH Score of 0.36
3dd2dd29-7cd0-48f7-b859-136c6e9d36e0,5/1/1920,,999-23-3991,S99991859,X89024274X,Mr.,Ira784,Tremblay80,,,M,black,nonhispanic,M,Boston  Massachusetts  US,875 Waelchi Highlands,Boston,Massachusetts,Suffolk County,2126,42.31981389,-71.16605152,451176.88,89364.63,Diabetes,0.82,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,92,"Diabetes with SDoH Risk Score of 0.82, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Boston MA 01013 800-123-1113 and Distance to Servicer 92miles",Diabetes with SDoH Score of 0.82
3dd2dd29-7cd0-48f7-b859-136c6e9d36e0,5/1/1920,,999-23-3991,S99991859,X89024274X,Mr.,Ira784,Tremblay80,,,M,black,nonhispanic,M,Boston  Massachusetts  US,875 Waelchi Highlands,Boston,Massachusetts,Suffolk County,2126,42.31981389,-71.16605152,451176.88,89364.63,Diabetes,0.82,Diabetes Education Program,XYZ Diabetes Education,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1114,92,"Diabetes with SDoH Risk Score of 0.82, Address of Closest Servicer and Phone:XYZ Diabetes Education, 123 Sporer Throughway  Boston MA 01013 800-123-1114 and Distance to Servicer 92miles",Diabetes with SDoH Score of 0.82
78a9a8d6-b3b2-47dc-b4a0-867abec7c78f,5/1/1993,,999-75-7372,S99974220,X59022582X,Mr.,James276,Wyman904,,,,white,nonhispanic,M,Stoughton  Massachusetts  US,702 Stoltenberg Course Apt 16,Attleboro,Massachusetts,Bristol County,2703,41.94063175,-71.31113654,596842.69,18055.26,Asthma,0.55,Home Air Cleaners ,UI Home Air Cleaners ,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1111,92,"Asthma with SDoH Risk Score of 0.55, Address of Closest Servicer and Phone:UI Home Air Cleaners , 123 Sporer Throughway Attleboro MA 01013 800-123-1111 and Distance to Servicer 92miles",Asthma with SDoH Score of 0.55
78a9a8d6-b3b2-47dc-b4a0-867abec7c78f,5/1/1993,,999-75-7372,S99974220,X59022582X,Mr.,James276,Wyman904,,,,white,nonhispanic,M,Stoughton  Massachusetts  US,702 Stoltenberg Course Apt 16,Attleboro,Massachusetts,Bristol County,2703,41.94063175,-71.31113654,596842.69,18055.26,Asthma,0.55,Carpet Shampooing,NMA Carpet Shampooing,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1112,92,"Asthma with SDoH Risk Score of 0.55, Address of Closest Servicer and Phone:NMA Carpet Shampooing, 123 Sporer Throughway  Attleboro MA 01013 800-123-1112 and Distance to Servicer 92miles",Asthma with SDoH Score of 0.55
0325261f-61eb-46f8-acc6-89d15053fecd,2/14/1922,9/3/2007,999-57-7228,S99950625,X38142002X,Ms.,Guillermina633,Men茅ndez746,,,S,asian,hispanic,F,Lima  Lima Province  PE,570 Nikolaus Wynd,Cambridge,Massachusetts,Middlesex County,2139,42.37861824,-71.13887132,1426338.69,55551.74,Heart Disease,0.22,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,93,"Heart Disease with SDoH Risk Score of 0.22, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Cambridge MA 01013 800-123-1115 and Distance to Servicer 93miles",Heart Disease with SDoH Score of 0.22
66135cde-428a-4cf7-bc1d-d5ddce40d9cd,9/5/1914,3/6/1996,999-14-6312,S99993253,X35196340X,Mrs.,Vanda440,Jenkins714,,Wisoky380,M,white,nonhispanic,F,Waltham  Massachusetts  US,616 Jenkins Corner,Norwood,Massachusetts,Norfolk County,2090,42.2234482,-71.16982364,1369081.39,23530.61,Heart Disease,0.03,Healthy Food ,WA Healthy Food ,123 Sporer Throughway ,1013,42.50014767,-72.96330699,800-123-1115,93,"Heart Disease with SDoH Risk Score of 0.03, Address of Closest Servicer and Phone:WA Healthy Food , 123 Sporer Throughway  Norwood MA 01013 800-123-1115 and Distance to Servicer 93miles",Heart Disease with SDoH Score of 0.03
9c4c1885-35af-48b9-a09f-4ea448d40d75,2/14/1922,8/20/2013,999-64-9847,S99913019,X22512472X,Mrs.,Elena945,Grijalva82,,脕valos396,M,asian,hispanic,F,Lima  Lima Province  PE,238 Willms Bridge Suite 95,Cambridge,Massachusetts,Middlesex County,2140,42.41934282,-71.12776489,1511026.87,101892.77,Diabetes,0.17,Transportation to Doctor抯 Appointment,ABC Transport Services,123 Sporer Throughway,1013,42.50014767,-72.96330699,800-123-1113,93,"Diabetes with SDoH Risk Score of 0.17, Address of Closest Servicer and Phone:ABC Transport Services, 123 Sporer Throughway Cambridge MA 01013 800-123-1113 and Distance to Servicer 93miles",Diabetes with SDoH Score of 0.17
